miRNA	cellontology	sign	pvalue
hsa-miR-129-2-3p	lymphocyte	depleted	4.01644e-07
hsa-miR-130a-3p	ectodermal cell	enriched	3.52899e-08
hsa-miR-130a-3p	epithelial cell	enriched	2.67928e-07
hsa-miR-130a-3p	muscle cell	enriched	1.02617e-06
hsa-miR-130a-3p	leukocyte	depleted	8.70521e-57
hsa-miR-130a-3p	hematopoietic cell	depleted	4.45177e-51
hsa-miR-130a-3p	lymphocyte	depleted	4.09185e-26
hsa-miR-130b-3p	blood vessel endothelial cell	enriched	1.58457e-08
hsa-miR-130b-3p	endothelial cell	enriched	2.28076e-08
hsa-miR-130b-3p	endothelial cell of vascular tree	enriched	3.37255e-07
hsa-miR-130b-3p	hematopoietic cell	depleted	3.71295e-11
hsa-miR-130b-3p	leukocyte	depleted	6.49465e-11
hsa-miR-130b-3p	fat cell	depleted	1.35711e-10
hsa-miR-132-3p	immature conventional dendritic cell	enriched	1.38174e-06
hsa-miR-132-3p	myeloid leukocyte	enriched	3.39056e-05
hsa-miR-132-3p	Smooth Muscle Cells - Uterine	enriched	0.000153175
hsa-miR-132-3p	endothelial cell	depleted	2.67699e-06
hsa-miR-132-3p	nephron tubule epithelial cell	depleted	4.90745e-06
hsa-miR-132-3p	endothelial cell of vascular tree	depleted	4.98593e-06
hsa-miR-133a-3p	muscle cell	enriched	3.84207e-31
hsa-miR-133a-3p	cell of skeletal muscle	enriched	4.37272e-30
hsa-miR-133a-3p	skeletal muscle myoblast	enriched	4.23161e-22
hsa-miR-133a-3p	epithelial cell	depleted	1.01808e-17
hsa-miR-133a-3p	hematopoietic cell	depleted	1.32164e-11
hsa-miR-133a-3p	ectodermal cell	depleted	1.49185e-10
hsa-miR-133b	cell of skeletal muscle	enriched	2.80661e-31
hsa-miR-133b	muscle cell	enriched	9.16278e-26
hsa-miR-133b	skeletal muscle myoblast	enriched	2.71699e-17
hsa-miR-133b	epithelial cell	depleted	1.80317e-11
hsa-miR-133b	hematopoietic cell	depleted	4.48402e-07
hsa-miR-133b	leukocyte	depleted	7.09382e-07
hsa-miR-134-5p	fibroblast	enriched	2.33153e-14
hsa-miR-134-5p	muscle cell	enriched	3.12818e-12
hsa-miR-134-5p	mesodermal cell	enriched	1.27011e-10
hsa-miR-134-5p	leukocyte	depleted	3.68971e-39
hsa-miR-134-5p	hematopoietic cell	depleted	1.05874e-36
hsa-miR-134-5p	lymphocyte	depleted	6.02217e-22
hsa-miR-135a-5p	pluripotent stem cell	enriched	7.47223e-08
hsa-miR-135a-5p	embryonic stem cell	enriched	3.01066e-07
hsa-miR-135a-5p	neurectodermal cell	enriched	4.57379e-07
hsa-miR-135a-5p	mesodermal cell	depleted	8.85753e-06
hsa-miR-135b-5p	epithelial cell	enriched	8.33582e-14
hsa-miR-135b-5p	endo-epithelial cell	enriched	8.16794e-10
hsa-miR-135b-5p	ectodermal cell	enriched	2.48823e-08
hsa-miR-135b-5p	hematopoietic cell	depleted	2.82903e-09
hsa-miR-135b-5p	leukocyte	depleted	1.21173e-08
hsa-miR-135b-5p	mesodermal cell	depleted	1.9664e-08
hsa-miR-136-3p	muscle cell	enriched	8.17115e-12
hsa-miR-136-3p	smooth muscle cell	enriched	7.44467e-08
hsa-miR-136-3p	extraembryonic cell	enriched	1.13321e-07
hsa-miR-136-3p	leukocyte	depleted	2.34706e-28
hsa-miR-136-3p	hematopoietic cell	depleted	4.96004e-26
hsa-miR-136-3p	lymphocyte	depleted	4.66503e-19
hsa-miR-137	muscle cell	enriched	5.0973e-12
hsa-miR-137	smooth muscle cell	enriched	2.56792e-11
hsa-miR-137	vascular associated smooth muscle cell	enriched	6.40557e-10
hsa-miR-137	leukocyte	depleted	4.02497e-21
hsa-miR-137	hematopoietic cell	depleted	5.20327e-19
hsa-miR-137	lymphocyte	depleted	1.44531e-11
hsa-miR-138-5p	respiratory epithelial cell	enriched	4.51192e-07
hsa-miR-138-5p	Chondrocyte - de diff	enriched	2.07755e-06
hsa-miR-138-5p	endo-epithelial cell	enriched	6.48567e-06
hsa-miR-138-5p	leukocyte	depleted	2.79148e-26
hsa-miR-138-5p	myeloid leukocyte	depleted	2.63216e-17
hsa-miR-138-5p	hematopoietic cell	depleted	4.28847e-14
hsa-miR-139-5p	endothelial cell	enriched	2.00418e-22
hsa-miR-139-5p	meso-epithelial cell	enriched	2.76278e-18
hsa-miR-139-5p	lining cell	enriched	5.9094e-18
hsa-miR-139-5p	endo-epithelial cell	depleted	2.56782e-09
hsa-miR-139-5p	leukocyte	depleted	6.82973e-09
hsa-miR-139-5p	hematopoietic cell	depleted	2.51465e-08
hsa-miR-140-3p	hematopoietic cell	enriched	1.25868e-24
hsa-miR-140-3p	leukocyte	enriched	2.86319e-24
hsa-miR-140-3p	chondrocyte	enriched	3.05253e-19
hsa-miR-140-3p	epithelial cell	depleted	9.55712e-24
hsa-miR-140-3p	mesodermal cell	depleted	2.07474e-18
hsa-miR-140-3p	fibroblast	depleted	8.12849e-16
hsa-miR-141-3p	endo-epithelial cell	enriched	1.16147e-16
hsa-miR-141-3p	epithelial cell	enriched	2.32567e-11
hsa-miR-141-3p	endodermal cell	enriched	1.84542e-10
hsa-miR-141-3p	leukocyte	depleted	3.05597e-14
hsa-miR-141-3p	endothelial cell	depleted	7.1431e-13
hsa-miR-141-3p	myeloid leukocyte	depleted	1.73856e-12
hsa-miR-142-5p	leukocyte	enriched	1.16218e-75
hsa-miR-142-5p	hematopoietic cell	enriched	1.92136e-68
hsa-miR-142-5p	lymphocyte	enriched	3.07249e-20
hsa-miR-142-5p	epithelial cell	depleted	5.31935e-28
hsa-miR-142-5p	fibroblast	depleted	7.05677e-21
hsa-miR-142-5p	lining cell	depleted	5.28791e-20
hsa-miR-143-3p	muscle cell	enriched	1.53889e-10
hsa-miR-143-3p	smooth muscle cell	enriched	2.59646e-10
hsa-miR-143-3p	stromal cell	enriched	1.32232e-06
hsa-miR-143-3p	epithelial cell	depleted	6.51634e-24
hsa-miR-143-3p	endothelial cell of vascular tree	depleted	3.26073e-19
hsa-miR-143-3p	blood vessel endothelial cell	depleted	3.46917e-16
hsa-miR-144-5p	leukocyte	enriched	1.00147e-16
hsa-miR-144-5p	hematopoietic cell	enriched	7.65739e-16
hsa-miR-144-5p	neutrophil	enriched	5.53121e-11
hsa-miR-144-5p	epithelial cell	depleted	2.42466e-12
hsa-miR-144-5p	endodermal cell	depleted	8.60562e-07
hsa-miR-144-5p	meso-epithelial cell	depleted	3.74207e-05
hsa-miR-145-5p	mesodermal cell	enriched	5.26338e-10
hsa-miR-145-5p	muscle cell	enriched	1.00828e-09
hsa-miR-145-5p	smooth muscle cell	enriched	3.73365e-08
hsa-miR-145-5p	epithelial cell	depleted	7.62015e-24
hsa-miR-145-5p	endothelial cell of vascular tree	depleted	2.13435e-14
hsa-miR-145-5p	blood vessel endothelial cell	depleted	3.28076e-12
hsa-miR-146a-5p	leukocyte	enriched	2.312e-13
hsa-miR-146a-5p	hematopoietic cell	enriched	1.6553e-11
hsa-miR-146a-5p	light melanocyte	enriched	1.06531e-08
hsa-miR-146a-5p	cell of skeletal muscle	depleted	4.56332e-06
hsa-miR-146a-5p	epithelial cell of lower respiratory tract	depleted	1.27967e-05
hsa-miR-146a-5p	nephron tubule epithelial cell	depleted	1.70193e-05
hsa-miR-146b-5p	leukocyte	enriched	2.12836e-32
hsa-miR-146b-5p	hematopoietic cell	enriched	5.70745e-31
hsa-miR-146b-5p	monocyte	enriched	1.4751e-12
hsa-miR-146b-5p	endothelial cell of vascular tree	depleted	3.61748e-14
hsa-miR-146b-5p	blood vessel endothelial cell	depleted	1.31598e-11
hsa-miR-146b-5p	squamous epithelial cell	depleted	1.32868e-11
hsa-miR-147b	monocyte	enriched	4.34372e-23
hsa-miR-147b	myeloid leukocyte	enriched	3.44185e-19
hsa-miR-147b	phagocyte	enriched	4.40411e-18
hsa-miR-147b	endothelial cell	depleted	2.82708e-08
hsa-miR-147b	squamous epithelial cell	depleted	1.16222e-07
hsa-miR-147b	endothelial cell of vascular tree	depleted	3.41668e-07
hsa-miR-148a-3p	mast cell	enriched	4.07916e-16
hsa-miR-148a-3p	myeloid leukocyte	enriched	4.37137e-12
hsa-miR-148a-3p	secretory cell	enriched	6.81807e-11
hsa-miR-148a-3p	endothelial cell	depleted	1.53752e-10
hsa-miR-148a-3p	endothelial cell of vascular tree	depleted	1.85675e-10
hsa-miR-148a-3p	fibroblast	depleted	8.17061e-09
hsa-miR-148b-3p	myeloid leukocyte	enriched	5.63957e-11
hsa-miR-148b-3p	leukocyte	enriched	3.77842e-07
hsa-miR-148b-3p	monocyte	enriched	4.89723e-07
hsa-miR-148b-3p	CD4-positive, alpha-beta T cell	depleted	3.47061e-05
hsa-miR-148b-3p	alpha-beta T cell	depleted	0.000146393
hsa-miR-148b-3p	T cell	depleted	0.000232856
hsa-miR-149-5p	extraembryonic cell	enriched	1.14148e-09
hsa-miR-149-5p	endo-epithelial cell	enriched	1.56297e-07
hsa-miR-149-5p	epithelial cell	enriched	2.1674e-07
hsa-miR-149-5p	leukocyte	depleted	2.2304e-36
hsa-miR-149-5p	hematopoietic cell	depleted	1.35221e-27
hsa-miR-149-5p	lymphocyte	depleted	2.72102e-16
hsa-miR-150-5p	leukocyte	enriched	5.90937e-69
hsa-miR-150-5p	hematopoietic cell	enriched	3.9631e-67
hsa-miR-150-5p	lymphocyte	enriched	2.6303e-19
hsa-miR-150-5p	epithelial cell	depleted	8.77063e-43
hsa-miR-150-5p	endothelial cell	depleted	8.84322e-23
hsa-miR-150-5p	muscle cell	depleted	1.20233e-20
hsa-miR-151a-3p	epithelial cell	enriched	2.46795e-14
hsa-miR-151a-3p	endothelial cell	enriched	8.10501e-14
hsa-miR-151a-3p	pluripotent stem cell	enriched	5.32216e-13
hsa-miR-151a-3p	leukocyte	depleted	1.62649e-23
hsa-miR-151a-3p	hematopoietic cell	depleted	2.36313e-23
hsa-miR-151a-3p	monocyte	depleted	2.54466e-14
hsa-miR-151b	B cell	enriched	1.85053e-53
hsa-miR-151b	lymphocyte	enriched	3.57502e-48
hsa-miR-151b	leukocyte	enriched	4.53053e-43
hsa-miR-151b	mesodermal cell	depleted	1.46471e-24
hsa-miR-151b	epithelial cell	depleted	1.34777e-10
hsa-miR-151b	fibroblast	depleted	3.08931e-10
hsa-miR-152-3p	mesodermal cell	enriched	1.15906e-10
hsa-miR-152-3p	muscle cell	enriched	5.85732e-10
hsa-miR-152-3p	smooth muscle cell	enriched	7.54635e-10
hsa-miR-152-3p	endothelial cell	depleted	3.78744e-14
hsa-miR-152-3p	endothelial cell of vascular tree	depleted	7.72326e-13
hsa-miR-152-3p	epithelial cell	depleted	1.36056e-11
hsa-miR-153-3p	smooth muscle cell of the brachiocephalic vasculature	enriched	1.25646e-10
hsa-miR-153-3p	neuronal stem cell	enriched	1.97637e-09
hsa-miR-153-3p	neural cell	enriched	3.01886e-07
hsa-miR-153-3p	meso-epithelial cell	depleted	6.0459e-07
hsa-miR-153-3p	fibroblast	depleted	8.84265e-07
hsa-miR-153-3p	endothelial cell	depleted	1.30261e-05
hsa-miR-154-5p	muscle cell	enriched	4.34355e-11
hsa-miR-154-5p	fibroblast	enriched	1.78441e-08
hsa-miR-154-5p	mesodermal cell	enriched	5.23936e-08
hsa-miR-154-5p	leukocyte	depleted	4.59352e-30
hsa-miR-154-5p	hematopoietic cell	depleted	5.09005e-28
hsa-miR-154-5p	lymphocyte	depleted	4.50825e-17
hsa-miR-155-5p	lymphocyte	enriched	4.80556e-23
hsa-miR-155-5p	leukocyte	enriched	1.94988e-18
hsa-miR-155-5p	hematopoietic cell	enriched	6.86622e-18
hsa-miR-155-5p	mesodermal cell	depleted	6.25908e-10
hsa-miR-155-5p	fat cell	depleted	2.54212e-08
hsa-miR-155-5p	pluripotent stem cell	depleted	1.0603e-06
hsa-miR-181a-5p	leukocyte	enriched	1.64083e-16
hsa-miR-181a-5p	hematopoietic cell	enriched	1.15009e-15
hsa-miR-181a-5p	B cell	enriched	1.56573e-10
hsa-miR-181a-5p	chondrocyte	depleted	4.60297e-07
hsa-miR-181a-5p	GAG secreting cell	depleted	6.01121e-07
hsa-miR-181a-5p	epithelial cell	depleted	7.38315e-06
hsa-miR-181b-5p	epithelial cell	enriched	3.89322e-10
hsa-miR-181b-5p	blood vessel endothelial cell	enriched	1.23449e-08
hsa-miR-181b-5p	endothelial cell of vascular tree	enriched	4.16859e-08
hsa-miR-181b-5p	GAG secreting cell	depleted	2.67945e-11
hsa-miR-181b-5p	chondrocyte	depleted	3.95384e-10
hsa-miR-181b-5p	fat cell	depleted	1.38385e-07
hsa-miR-181c-5p	hematopoietic cell	enriched	2.07811e-16
hsa-miR-181c-5p	neuronal stem cell	enriched	3.0772e-16
hsa-miR-181c-5p	leukocyte	enriched	7.5268e-16
hsa-miR-181c-5p	muscle cell	depleted	3.42488e-11
hsa-miR-181c-5p	smooth muscle cell	depleted	2.65821e-09
hsa-miR-181c-5p	mesodermal cell	depleted	1.06124e-08
hsa-miR-181d-5p	neuronal stem cell	enriched	1.85185e-27
hsa-miR-181d-5p	neural cell	enriched	1.59967e-26
hsa-miR-181d-5p	neurectodermal cell	enriched	6.9833e-24
hsa-miR-181d-5p	mesodermal cell	depleted	1.87885e-19
hsa-miR-181d-5p	fibroblast	depleted	1.10561e-07
hsa-miR-181d-5p	muscle cell	depleted	1.53797e-07
hsa-miR-182-5p	epithelial cell	enriched	1.26426e-32
hsa-miR-182-5p	endo-epithelial cell	enriched	6.58e-24
hsa-miR-182-5p	endodermal cell	enriched	1.50398e-13
hsa-miR-182-5p	endothelial cell	depleted	1.51149e-17
hsa-miR-182-5p	endothelial cell of vascular tree	depleted	1.11367e-13
hsa-miR-182-5p	hematopoietic cell	depleted	5.32725e-13
hsa-miR-183-5p	endo-epithelial cell	enriched	4.19932e-20
hsa-miR-183-5p	pluripotent stem cell	enriched	7.99899e-15
hsa-miR-183-5p	respiratory epithelial cell	enriched	1.63803e-11
hsa-miR-183-5p	endothelial cell	depleted	5.63557e-14
hsa-miR-183-5p	hematopoietic cell	depleted	1.05811e-12
hsa-miR-183-5p	leukocyte	depleted	8.70068e-12
hsa-miR-184	ciliated epithelial cell	enriched	2.89447e-07
hsa-miR-184	pluripotent stem cell	enriched	4.26487e-07
hsa-miR-184	Smooth Muscle Cells - Pulmonary Artery	enriched	1.71284e-05
hsa-miR-184	hematopoietic cell	depleted	5.89523e-08
hsa-miR-184	leukocyte	depleted	7.69383e-08
hsa-miR-184	endodermal cell	depleted	2.01959e-06
hsa-miR-185-5p	monocyte	enriched	1.39444e-23
hsa-miR-185-5p	myeloid leukocyte	enriched	1.31237e-20
hsa-miR-185-5p	leukocyte	enriched	3.57014e-20
hsa-miR-185-5p	fibroblast	depleted	5.05403e-05
hsa-miR-185-5p	stromal cell	depleted	0.000125815
hsa-miR-185-5p	secretory cell	depleted	0.000179541
hsa-miR-186-5p	leukocyte	enriched	1.47028e-47
hsa-miR-186-5p	hematopoietic cell	enriched	1.39732e-44
hsa-miR-186-5p	lymphocyte	enriched	8.51305e-24
hsa-miR-186-5p	epithelial cell	depleted	5.5722e-09
hsa-miR-186-5p	fibroblast	depleted	8.02548e-09
hsa-miR-186-5p	stem cell	depleted	4.37613e-07
hsa-miR-187-3p	pluripotent stem cell	enriched	3.32597e-19
hsa-miR-187-3p	embryonic stem cell	enriched	4.265e-10
hsa-miR-187-3p	epithelial cell	enriched	1.66082e-09
hsa-miR-187-3p	mesodermal cell	depleted	1.79133e-15
hsa-miR-187-3p	meso-epithelial cell	depleted	9.03384e-11
hsa-miR-187-3p	endothelial cell	depleted	1.11246e-09
hsa-miR-188-5p	endothelial cell	enriched	8.3534e-10
hsa-miR-188-5p	endothelial cell of vascular tree	enriched	1.20517e-08
hsa-miR-188-5p	lining cell	enriched	7.60935e-08
hsa-miR-188-5p	lymphocyte	depleted	1.82954e-06
hsa-miR-188-5p	chondrocyte	depleted	4.60314e-06
hsa-miR-188-5p	alpha-beta T cell	depleted	0.000268742
hsa-miR-190a-5p	fat cell	enriched	3.76833e-06
hsa-miR-190a-5p	cell of skeletal muscle	enriched	3.66101e-05
hsa-miR-190a-5p	neurectodermal cell	enriched	0.000198392
hsa-miR-190a-5p	endothelial cell of vascular tree	depleted	5.84568e-12
hsa-miR-190a-5p	lymphocyte	depleted	2.99995e-11
hsa-miR-190a-5p	hematopoietic cell	depleted	4.79182e-11
hsa-miR-190b	leukocyte	enriched	9.87831e-20
hsa-miR-190b	hematopoietic cell	enriched	2.474e-18
hsa-miR-190b	myeloid leukocyte	enriched	2.2023e-15
hsa-miR-190b	epithelial cell	depleted	1.08581e-13
hsa-miR-190b	fibroblast	depleted	5.92592e-07
hsa-miR-190b	squamous epithelial cell	depleted	1.8599e-06
hsa-miR-191-5p	myeloid leukocyte	enriched	4.47569e-33
hsa-miR-191-5p	leukocyte	enriched	6.66088e-29
hsa-miR-191-5p	hematopoietic cell	enriched	6.10345e-28
hsa-miR-191-5p	muscle cell	depleted	7.4183e-12
hsa-miR-191-5p	epithelial cell	depleted	1.69714e-11
hsa-miR-191-5p	meso-epithelial cell	depleted	5.4882e-09
hsa-miR-192-5p	endodermal cell	enriched	1.56051e-82
hsa-miR-192-5p	epithelial cell	enriched	5.21089e-51
hsa-miR-192-5p	Hepatocyte	enriched	4.75527e-30
hsa-miR-192-5p	muscle cell	depleted	2.40365e-30
hsa-miR-192-5p	lining cell	depleted	5.75383e-24
hsa-miR-192-5p	fibroblast	depleted	8.67529e-24
hsa-miR-193a-3p	blood vessel endothelial cell	enriched	1.77212e-07
hsa-miR-193a-3p	lining cell	enriched	7.55743e-07
hsa-miR-193a-3p	endothelial cell	enriched	1.14437e-06
hsa-miR-193a-3p	lymphocyte	depleted	1.34904e-13
hsa-miR-193a-3p	leukocyte	depleted	5.64858e-12
hsa-miR-193a-3p	hematopoietic cell	depleted	6.92053e-09
hsa-miR-193b-3p	extraembryonic cell	enriched	3.13855e-16
hsa-miR-193b-3p	epithelial cell of amnion	enriched	1.59083e-07
hsa-miR-193b-3p	placental epithelial cell	enriched	7.71156e-06
hsa-miR-193b-3p	leukocyte	depleted	5.20107e-35
hsa-miR-193b-3p	hematopoietic cell	depleted	5.52323e-33
hsa-miR-193b-3p	myeloid leukocyte	depleted	1.10732e-18
hsa-miR-194-5p	endodermal cell	enriched	5.80679e-82
hsa-miR-194-5p	epithelial cell	enriched	2.00313e-50
hsa-miR-194-5p	Hepatocyte	enriched	2.16684e-21
hsa-miR-194-5p	muscle cell	depleted	6.10838e-24
hsa-miR-194-5p	lining cell	depleted	2.95173e-20
hsa-miR-194-5p	fibroblast	depleted	3.00496e-18
hsa-miR-195-5p	endothelial cell of vascular tree	enriched	4.04189e-26
hsa-miR-195-5p	blood vessel endothelial cell	enriched	8.45131e-25
hsa-miR-195-5p	endothelial cell	enriched	3.21226e-23
hsa-miR-195-5p	monocyte	depleted	1.30687e-07
hsa-miR-195-5p	endo-epithelial cell	depleted	5.54277e-07
hsa-miR-195-5p	phagocyte	depleted	1.1605e-05
hsa-miR-196a-5p	GAG secreting cell	enriched	1.14987e-09
hsa-miR-196a-5p	chondrocyte	enriched	3.6326e-07
hsa-miR-196a-5p	nephron tubule epithelial cell	enriched	4.20922e-07
hsa-miR-196a-5p	leukocyte	depleted	5.34675e-09
hsa-miR-196a-5p	hematopoietic cell	depleted	6.40582e-09
hsa-miR-196a-5p	endothelial cell	depleted	8.58996e-06
hsa-miR-196b-5p	nephron tubule epithelial cell	enriched	7.2299e-10
hsa-miR-196b-5p	vein endothelial cell	enriched	4.35111e-07
hsa-miR-196b-5p	Mesenchymal Stem Cells - umbilical	enriched	2.98423e-06
hsa-miR-196b-5p	leukocyte	depleted	3.60038e-08
hsa-miR-196b-5p	hematopoietic cell	depleted	2.12753e-07
hsa-miR-196b-5p	respiratory epithelial cell	depleted	9.68028e-07
hsa-miR-197-3p	leukocyte	enriched	6.82697e-22
hsa-miR-197-3p	myeloid leukocyte	enriched	1.5635e-20
hsa-miR-197-3p	hematopoietic cell	enriched	1.82207e-20
hsa-miR-197-3p	GAG secreting cell	depleted	7.56485e-08
hsa-miR-197-3p	muscle cell	depleted	7.94761e-08
hsa-miR-197-3p	vascular associated smooth muscle cell	depleted	5.34091e-07
hsa-miR-199a-3p	muscle cell	enriched	3.22447e-22
hsa-miR-199a-3p	fibroblast	enriched	2.61648e-18
hsa-miR-199a-3p	smooth muscle cell	enriched	2.10752e-17
hsa-miR-199a-3p	epithelial cell	depleted	5.56995e-28
hsa-miR-199a-3p	leukocyte	depleted	4.99757e-17
hsa-miR-199a-3p	lymphocyte	depleted	1.70809e-14
hsa-miR-199b-5p	fibroblast	enriched	3.61223e-09
hsa-miR-199b-5p	mesodermal cell	enriched	6.42403e-08
hsa-miR-199b-5p	epithelial cell	depleted	5.97075e-12
hsa-miR-199b-5p	endothelial cell of vascular tree	depleted	9.38314e-10
hsa-miR-199b-5p	blood vessel endothelial cell	depleted	4.5135e-08
hsa-miR-200a-3p	endo-epithelial cell	enriched	5.39405e-26
hsa-miR-200a-3p	epithelial cell	enriched	1.71951e-23
hsa-miR-200a-3p	respiratory epithelial cell	enriched	4.39681e-15
hsa-miR-200a-3p	leukocyte	depleted	1.49807e-18
hsa-miR-200a-3p	hematopoietic cell	depleted	3.69866e-18
hsa-miR-200a-3p	myeloid leukocyte	depleted	2.11431e-12
hsa-miR-200b-3p	epithelial cell	enriched	2.0529e-38
hsa-miR-200b-3p	endo-epithelial cell	enriched	5.8177e-24
hsa-miR-200b-3p	respiratory epithelial cell	enriched	8.93697e-14
hsa-miR-200b-3p	hematopoietic cell	depleted	3.17022e-23
hsa-miR-200b-3p	leukocyte	depleted	4.58475e-23
hsa-miR-200b-3p	endothelial cell of vascular tree	depleted	1.71361e-16
hsa-miR-200c-3p	endo-epithelial cell	enriched	1.24804e-22
hsa-miR-200c-3p	epithelial cell	enriched	3.31615e-16
hsa-miR-200c-3p	respiratory epithelial cell	enriched	2.36393e-13
hsa-miR-200c-3p	leukocyte	depleted	8.47042e-35
hsa-miR-200c-3p	hematopoietic cell	depleted	3.39525e-28
hsa-miR-200c-3p	myeloid leukocyte	depleted	1.51814e-18
hsa-miR-202-3p	Fibroblast - Mammary	enriched	3.45572e-06
hsa-miR-202-3p	fibroblast	enriched	0.000113653
hsa-miR-202-3p	mast cell	depleted	2.12547e-08
hsa-miR-203a-3p	endo-epithelial cell	enriched	6.38522e-12
hsa-miR-203a-3p	endodermal cell	enriched	6.75221e-11
hsa-miR-203a-3p	epithelial cell	enriched	2.19093e-09
hsa-miR-203a-3p	fibroblast	depleted	4.52075e-10
hsa-miR-203a-3p	stromal cell	depleted	3.69784e-09
hsa-miR-203a-3p	extracellular matrix secreting cell	depleted	4.38654e-08
hsa-miR-203b-3p	pluripotent stem cell	enriched	5.64252e-08
hsa-miR-203b-3p	embryonic stem cell	enriched	2.81412e-07
hsa-miR-203b-3p	extraembryonic cell	enriched	1.57243e-05
hsa-miR-204-5p	retinal pigment epithelial cell	enriched	7.69061e-29
hsa-miR-204-5p	pigment cell	enriched	6.63492e-24
hsa-miR-204-5p	epithelial cell	enriched	3.17415e-14
hsa-miR-204-5p	hematopoietic cell	depleted	8.55871e-26
hsa-miR-204-5p	leukocyte	depleted	2.33512e-24
hsa-miR-204-5p	mesodermal cell	depleted	4.84213e-20
hsa-miR-205-5p	epithelial cell	enriched	2.9518e-21
hsa-miR-205-5p	endo-epithelial cell	enriched	1.89325e-15
hsa-miR-205-5p	general ecto-epithelial cell	enriched	2.86e-12
hsa-miR-205-5p	endothelial cell	depleted	5.08328e-15
hsa-miR-205-5p	hematopoietic cell	depleted	5.66873e-15
hsa-miR-205-5p	leukocyte	depleted	6.90517e-15
hsa-miR-206	cell of skeletal muscle	enriched	3.308e-17
hsa-miR-206	skeletal muscle myoblast	enriched	2.09155e-11
hsa-miR-206	muscle cell	enriched	2.02339e-09
hsa-miR-208b-3p	cell of skeletal muscle	enriched	1.43368e-12
hsa-miR-208b-3p	skeletal muscle myoblast	enriched	3.0812e-11
hsa-miR-208b-3p	myotube	enriched	1.41652e-06
hsa-miR-210-3p	endo-epithelial cell	enriched	1.93835e-11
hsa-miR-210-3p	respiratory epithelial cell	enriched	6.20797e-10
hsa-miR-210-3p	endodermal cell	enriched	3.42565e-08
hsa-miR-210-3p	neurectodermal cell	depleted	6.85865e-08
hsa-miR-210-3p	leukocyte	depleted	2.15903e-07
hsa-miR-210-3p	hematopoietic cell	depleted	3.55276e-07
hsa-miR-211-5p	pigment cell	enriched	9.98551e-28
hsa-miR-211-5p	epithelial cell	enriched	1.1764e-15
hsa-miR-211-5p	light melanocyte	enriched	5.80813e-11
hsa-miR-211-5p	mesodermal cell	depleted	5.57777e-14
hsa-miR-211-5p	pluripotent stem cell	depleted	2.58368e-11
hsa-miR-211-5p	myeloid leukocyte	depleted	1.10648e-09
hsa-miR-212-5p	myeloid leukocyte	enriched	2.48008e-15
hsa-miR-212-5p	mast cell	enriched	1.60572e-14
hsa-miR-212-5p	hematopoietic cell	enriched	3.3268e-12
hsa-miR-212-5p	endothelial cell of vascular tree	depleted	0.000260291
hsa-miR-212-5p	epithelial cell of alimentary canal	depleted	0.000278245
hsa-miR-212-5p	epithelial cell	depleted	0.000316148
hsa-miR-214-3p	fibroblast	enriched	4.60912e-21
hsa-miR-214-3p	muscle cell	enriched	3.39096e-18
hsa-miR-214-3p	mesodermal cell	enriched	3.61275e-16
hsa-miR-214-3p	leukocyte	depleted	1.60018e-25
hsa-miR-214-3p	hematopoietic cell	depleted	1.99527e-21
hsa-miR-214-3p	epithelial cell	depleted	2.53091e-17
hsa-miR-215-5p	endodermal cell	enriched	9.57438e-122
hsa-miR-215-5p	endo-epithelial cell	enriched	4.79959e-120
hsa-miR-215-5p	epithelial cell	enriched	1.8511e-84
hsa-miR-215-5p	fibroblast	depleted	1.4278e-25
hsa-miR-215-5p	leukocyte	depleted	3.90364e-23
hsa-miR-215-5p	hematopoietic cell	depleted	1.22671e-22
hsa-miR-216a-3p	endothelial cell	enriched	9.87453e-35
hsa-miR-216a-3p	endothelial cell of vascular tree	enriched	2.52416e-34
hsa-miR-216a-3p	lining cell	enriched	1.3109e-27
hsa-miR-216a-3p	smooth muscle cell	depleted	9.77951e-07
hsa-miR-216a-3p	vascular associated smooth muscle cell	depleted	1.17878e-06
hsa-miR-216a-3p	astrocyte	depleted	1.40209e-06
hsa-miR-216b-5p	endothelial cell	enriched	1.98069e-15
hsa-miR-216b-5p	endothelial cell of vascular tree	enriched	3.14967e-14
hsa-miR-216b-5p	blood vessel endothelial cell	enriched	1.44965e-11
hsa-miR-217	endothelial cell	enriched	1.09622e-36
hsa-miR-217	endothelial cell of vascular tree	enriched	1.0566e-35
hsa-miR-217	lining cell	enriched	8.91159e-30
hsa-miR-217	fibroblast	depleted	1.34172e-07
hsa-miR-217	hematopoietic cell	depleted	4.8361e-06
