name	sample	description
13238	FF:13238-142A7	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep1
13239	FF:13239-142A8	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep2
13240	FF:13240-142A9	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep3
13241	FF:13241-142B1	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep1
13242	FF:13242-142B2	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep2
13243	FF:13243-142B3	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep3
13244	FF:13244-142B4	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep1
13245	FF:13245-142B5	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep2
13246	FF:13246-142B6	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep3
13247	FF:13247-142B7	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep1
13248	FF:13248-142B8	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep2
13249	FF:13249-142B9	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep3
13250	FF:13250-142C1	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep1
13251	FF:13251-142C2	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep2
13252	FF:13252-142C3	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep3
13253	FF:13253-142C4	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep1
13254	FF:13254-142C5	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep2
13255	FF:13255-142C6	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep3
13256	FF:13256-142C7	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep1
13257	FF:13257-142C8	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep2
13258	FF:13258-142C9	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep3
13259	FF:13259-142D1	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep1
13260	FF:13260-142D2	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep2
13261	FF:13261-142D3	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep3
13262	FF:13262-142D4	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep1
13263	FF:13263-142D5	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep2
13264	FF:13264-142D6	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep3
13265	FF:13265-142D7	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep1
13266	FF:13266-142D8	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep2
13267	FF:13267-142D9	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep3
13268	FF:13268-142E1	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep1
13269	FF:13269-142E2	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep2
13270	FF:13270-142E3	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep3
13271	FF:13271-142E4	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep1
13272	FF:13272-142E5	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep2
13273	FF:13273-142E6	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep3
13274	FF:13274-142E7	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep1
13275	FF:13275-142E8	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep2
13276	FF:13276-142E9	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep3
13277	FF:13277-142F1	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep1
13278	FF:13278-142F2	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep2
13279	FF:13279-142F3	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep3
13280	FF:13280-142F4	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep1
13281	FF:13281-142F5	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep2
13282	FF:13282-142F6	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep3
13304	FF:13304-142I1	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor1 (868_121:MI_0h)
13305	FF:13305-142I2	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor1 (868_121:Ud_0h)
13306	FF:13306-142I3	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor1 (868_121:Ud_2h)
13307	FF:13307-142I4	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor1 (868_121:Ud_7h)
13308	FF:13308-142I5	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor1 (868_121:Ud_24h)
13309	FF:13309-142I6	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor1 (868_121:MI_24h)
13310	FF:13310-142I7	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor4 (227_121:MI_0h)
13311	FF:13311-142I8	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor4 (227_121:Ud_0h)
13312	FF:13312-142I9	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor4 (227_121:Ud_2h)
13313	FF:13313-143A1	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor4 (227_121:Ud_7h)
13314	FF:13314-143A2	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor4 (227_121:Ud_24h)
13315	FF:13315-143A3	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor4 (227_121:MI_24h)
13316	FF:13316-143A4	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor2 (150_120:MI_0h)
13317	FF:13317-143A5	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor2 (150_120:Ud_0h)
13318	FF:13318-143A6	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor2 (150_120:Ud_2h)
13319	FF:13319-143A7	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor2 (150_120:Ud_7h)
13320	FF:13320-143A8	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor2 (150_120:Ud_24h)
13321	FF:13321-143A9	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor2 (150_120:MI_24h)
13322	FF:13322-143B1	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor3 (536_119:MI_0h)
13323	FF:13323-143B2	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor3 (536_119:Ud_0h)
13324	FF:13324-143B3	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor3 (536_119:Ud_2h)
13325	FF:13325-143B4	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor3 (536_119:Ud_7h)
13326	FF:13326-143B5	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor3 (536_119:Ud_24h)
13327	FF:13327-143B6	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor3 (536_119:MI_24h)
13328	FF:13328-143B7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep1
13329	FF:13329-143B8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep1
13330	FF:13330-143B9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep1
13331	FF:13331-143C1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep1
13332	FF:13332-143C2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep1
13333	FF:13333-143C3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep1
13334	FF:13334-143C4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep1
13335	FF:13335-143C5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep1
13336	FF:13336-143C6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep1
13337	FF:13337-143C7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep1
13338	FF:13338-143C8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep1
13339	FF:13339-143C9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep1
13340	FF:13340-143D1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep2
13341	FF:13341-143D2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep2
13342	FF:13342-143D3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep2
13343	FF:13343-143D4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep2
13344	FF:13344-143D5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep2
13345	FF:13345-143D6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep2
13346	FF:13346-143D7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep2
13347	FF:13347-143D8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep2
13348	FF:13348-143D9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep2
13349	FF:13349-143E1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep2
13350	FF:13350-143E2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep2
13351	FF:13351-143E3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep2
13352	FF:13352-143E4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep3
13353	FF:13353-143E5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep3
13354	FF:13354-143E6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep3
13355	FF:13355-143E7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep3
13356	FF:13356-143E8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep3
13357	FF:13357-143E9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep3
13358	FF:13358-143F1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep3
13359	FF:13359-143F2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep3
13360	FF:13360-143F3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep3
13361	FF:13361-143F4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep3
13362	FF:13362-143F5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep3
13363	FF:13363-143F6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep3
13364	FF:13364-143F7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep1 (UH-1)
13365	FF:13365-143F8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep2 (UH-2)
13366	FF:13366-143F9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep3 (UH-3)
13421	FF:13421-144D1	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep1
13422	FF:13422-144D2	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep1
13423	FF:13423-144D3	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep1
13424	FF:13424-144D4	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep1
13425	FF:13425-144D5	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep2
13426	FF:13426-144D6	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep2
13427	FF:13427-144D7	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep2
13428	FF:13428-144D8	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep2
13429	FF:13429-144D9	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep3
13430	FF:13430-144E1	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep3
13431	FF:13431-144E2	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep3
13432	FF:13432-144E3	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep3
13433	FF:13433-144E4	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep1
13434	FF:13434-144E5	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep1
13435	FF:13435-144E6	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep1
13436	FF:13436-144E7	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep1
13437	FF:13437-144E8	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2
13438	FF:13438-144E9	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep2
13439	FF:13439-144F1	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep2
13440	FF:13440-144F2	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep2
13441	FF:13441-144F3	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep3
13442	FF:13442-144F4	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep3
13443	FF:13443-144F5	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep3
13444	FF:13444-144F6	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep3
13445	FF:13445-144F7	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep1
13446	FF:13446-144F8	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep1
13447	FF:13447-144F9	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep1
13448	FF:13448-144G1	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep1
13449	FF:13449-144G2	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep2
13450	FF:13450-144G3	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep2
13451	FF:13451-144G4	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep2
13452	FF:13452-144G5	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep2
13453	FF:13453-144G6	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep3
13454	FF:13454-144G7	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep3
13455	FF:13455-144G8	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep3
13456	FF:13456-144G9	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep3
13457	FF:13457-144H1	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep1
13458	FF:13458-144H2	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep1
13459	FF:13459-144H3	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep1
13460	FF:13460-144H4	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep1
13461	FF:13461-144H5	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep2
13462	FF:13462-144H6	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep2
13463	FF:13463-144H7	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep2
13464	FF:13464-144H8	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep2
13465	FF:13465-144H9	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep3
13466	FF:13466-144I1	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep3
13467	FF:13467-144I2	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep3
13468	FF:13468-144I3	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep3
13469	FF:13469-144I4	Myoblast differentiation to myotubes, day00, control donor1
13470	FF:13470-144I5	Myoblast differentiation to myotubes, day01, control donor1
13471	FF:13471-144I6	Myoblast differentiation to myotubes, day02, control donor1
13472	FF:13472-144I7	Myoblast differentiation to myotubes, day03, control donor1
13473	FF:13473-144I8	Myoblast differentiation to myotubes, day04, control donor1
13474	FF:13474-144I9	Myoblast differentiation to myotubes, day06, control donor1
13475	FF:13475-145A1	Myoblast differentiation to myotubes, day08, control donor1
13476	FF:13476-145A2	Myoblast differentiation to myotubes, day10, control donor1
13477	FF:13477-145A3	Myoblast differentiation to myotubes, day12, control donor1
13478	FF:13478-145A4	Myoblast differentiation to myotubes, day00, control donor2
13479	FF:13479-145A5	Myoblast differentiation to myotubes, day01, control donor2
13480	FF:13480-145A6	Myoblast differentiation to myotubes, day02, control donor2
13481	FF:13481-145A7	Myoblast differentiation to myotubes, day03, control donor2
13482	FF:13482-145A8	Myoblast differentiation to myotubes, day04, control donor2
13483	FF:13483-145A9	Myoblast differentiation to myotubes, day06, control donor2
13484	FF:13484-145B1	Myoblast differentiation to myotubes, day08, control donor2
13485	FF:13485-145B2	Myoblast differentiation to myotubes, day10, control donor2
13486	FF:13486-145B3	Myoblast differentiation to myotubes, day12, control donor2
13487	FF:13487-145B4	Myoblast differentiation to myotubes, day00, control donor3
13488	FF:13488-145B5	Myoblast differentiation to myotubes, day01, control donor3
13489	FF:13489-145B6	Myoblast differentiation to myotubes, day02, control donor3
13490	FF:13490-145B7	Myoblast differentiation to myotubes, day03, control donor3
13491	FF:13491-145B8	Myoblast differentiation to myotubes, day04, control donor3
13492	FF:13492-145B9	Myoblast differentiation to myotubes, day06, control donor3
13493	FF:13493-145C1	Myoblast differentiation to myotubes, day08, control donor3
13494	FF:13494-145C2	Myoblast differentiation to myotubes, day10, control donor3
13495	FF:13495-145C3	Myoblast differentiation to myotubes, day12, control donor3
13496	FF:13496-145C4	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor1
13497	FF:13497-145C5	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor1
13498	FF:13498-145C6	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor1
13499	FF:13499-145C7	Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor1
13500	FF:13500-145C8	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor1
13501	FF:13501-145C9	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor1
13502	FF:13502-145D1	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor1
13503	FF:13503-145D2	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor1
13504	FF:13504-145D3	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor1
13505	FF:13505-145D4	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor2
13506	FF:13506-145D5	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor2
13507	FF:13507-145D6	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor2
13508	FF:13508-145D7	Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor2
13509	FF:13509-145D8	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor2
13510	FF:13510-145D9	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor2
13511	FF:13511-145E1	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor2
13512	FF:13512-145E2	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor2
13513	FF:13513-145E3	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor2
13514	FF:13514-145E4	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor3
13515	FF:13515-145E5	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor3
13516	FF:13516-145E6	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor3
13518	FF:13518-145E8	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor3
13519	FF:13519-145E9	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor3
13520	FF:13520-145F1	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor3
13521	FF:13521-145F2	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor3
13522	FF:13522-145F3	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor3
13523	FF:13523-145F4	H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep1
13524	FF:13524-145F5	H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep2
13525	FF:13525-145F6	H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep3
13526	FF:13526-145F7	H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep1
13527	FF:13527-145F8	H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep2
13528	FF:13528-145F9	H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep3
13529	FF:13529-145G1	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep1
13530	FF:13530-145G2	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep2
13531	FF:13531-145G3	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep3
13541	FF:13541-145H4	293SLAM rinderpest infection, 00hr, biol_rep1
13542	FF:13542-145H5	293SLAM rinderpest infection, 00hr, biol_rep2
13543	FF:13543-145H6	293SLAM rinderpest infection, 00hr, biol_rep3
13544	FF:13544-145H7	293SLAM rinderpest infection, 06hr, biol_rep1
13545	FF:13545-145H8	293SLAM rinderpest infection, 06hr, biol_rep2
13546	FF:13546-145H9	293SLAM rinderpest infection, 06hr, biol_rep3
13547	FF:13547-145I1	293SLAM rinderpest infection, 12hr, biol_rep1
13548	FF:13548-145I2	293SLAM rinderpest infection, 12hr, biol_rep2
13549	FF:13549-145I3	293SLAM rinderpest infection, 12hr, biol_rep3
13550	FF:13550-145I4	293SLAM rinderpest infection, 24hr, biol_rep1
13551	FF:13551-145I5	293SLAM rinderpest infection, 24hr, biol_rep2
13552	FF:13552-145I6	293SLAM rinderpest infection, 24hr, biol_rep3
13553	FF:13553-145I7	COBL-a rinderpest infection, 00hr, biol_rep1
13554	FF:13554-145I8	COBL-a rinderpest infection, 00hr, biol_rep2
13555	FF:13555-145I9	COBL-a rinderpest infection, 00hr, biol_rep3
13556	FF:13556-146A1	COBL-a rinderpest infection, 06hr, biol_rep1
13557	FF:13557-146A2	COBL-a rinderpest infection, 06hr, biol_rep2
13558	FF:13558-146A3	COBL-a rinderpest infection, 06hr, biol_rep3
13559	FF:13559-146A4	COBL-a rinderpest infection, 12hr, biol_rep1
13560	FF:13560-146A5	COBL-a rinderpest infection, 12hr, biol_rep2
13561	FF:13561-146A6	COBL-a rinderpest infection, 12hr, biol_rep3
13562	FF:13562-146A7	COBL-a rinderpest infection, 24hr, biol_rep1
13563	FF:13563-146A8	COBL-a rinderpest infection, 24hr, biol_rep2
13564	FF:13564-146A9	COBL-a rinderpest infection, 24hr, biol_rep3
13565	FF:13565-146B1	COBL-a rinderpest infection, 48hr, biol_rep1
13566	FF:13566-146B2	COBL-a rinderpest infection, 48hr, biol_rep2
13567	FF:13567-146B3	COBL-a rinderpest infection, 48hr, biol_rep3
13568	FF:13568-146B4	COBL-a rinderpest(-C) infection, 06hr, biol_rep1
13569	FF:13569-146B5	COBL-a rinderpest(-C) infection, 06hr, biol_rep2
13570	FF:13570-146B6	COBL-a rinderpest(-C) infection, 06hr, biol_rep3
13571	FF:13571-146B7	COBL-a rinderpest(-C) infection, 12hr, biol_rep1
13572	FF:13572-146B8	COBL-a rinderpest(-C) infection, 12hr, biol_rep2
13573	FF:13573-146B9	COBL-a rinderpest(-C) infection, 12hr, biol_rep3
13574	FF:13574-146C1	COBL-a rinderpest(-C) infection, 24hr, biol_rep1
13575	FF:13575-146C2	COBL-a rinderpest(-C) infection, 24hr, biol_rep2
13576	FF:13576-146C3	COBL-a rinderpest(-C) infection, 24hr, biol_rep3
13577	FF:13577-146C4	COBL-a rinderpest(-C) infection, 48hr, biol_rep1
13578	FF:13578-146C5	COBL-a rinderpest(-C) infection, 48hr, biol_rep2
13579	FF:13579-146C6	COBL-a rinderpest(-C) infection, 48hr, biol_rep3
13625	FF:13625-146H7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep1
13626	FF:13626-146H8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep2
13627	FF:13627-146H9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep3
13628	FF:13628-146I1	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep1
13629	FF:13629-146I2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep2
13630	FF:13630-146I3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep3
13631	FF:13631-146I4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep1
13632	FF:13632-146I5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep2
13633	FF:13633-146I6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep3
13634	FF:13634-146I7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep1
13635	FF:13635-146I8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep2
13636	FF:13636-146I9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep3
13637	FF:13637-147A1	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep1
13638	FF:13638-147A2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep2
13639	FF:13639-147A3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep3
13640	FF:13640-147A4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep1
13641	FF:13641-147A5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep2
13642	FF:13642-147A6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep3
13643	FF:13643-147A7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep1
13644	FF:13644-147A8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep2
13645	FF:13645-147A9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep3
13646	FF:13646-147B1	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep1
13647	FF:13647-147B2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep2
13648	FF:13648-147B3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep3
13649	FF:13649-147B4	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep1
13650	FF:13650-147B5	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep2
13651	FF:13651-147B6	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep3
13652	FF:13652-147B7	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep1
13653	FF:13653-147B8	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep2
13654	FF:13654-147B9	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep3
13655	FF:13655-147C1	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep1
13656	FF:13656-147C2	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep2
13657	FF:13657-147C3	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep3
